Activityid,ProjectName,ActivityExternalReference,ProjectExternalReference,ActivityName,OwnerCaregiverId,CommunityName,StrategicInitiativeName,ItemType,assignment_group_name,description
38393,Cybersecurity - Identity Engineering (65 epics),EPIC0038393,,IE - PAM - GRC Followup and Escalations,304,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE PAM
38395,Cybersecurity - Identity Engineering (40 epics),EPIC0038395,,IE - PAM - Automate Compliance Monitoring,304,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - PAM - Automate Compliance Monitoring
38396,Cybersecurity - Identity Engineering (40 epics),EPIC0038396,,IE - PAM - Restrict RDP & SSH to servers,96,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - PAM - Restrict RDP & SSH to servers

after cloud migration
Need DE's set up with cloud migration
test server side agent
"
38399,Cybersecurity - Identity Engineering (65 epics),EPIC0038399,,IE - PAM - Weak password project,304,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - PAM - Weak password project
38400,Cybersecurity - Identity Engineering (65 epics),EPIC0038400,,IE - PAM - Upgrade Secret server to current version,91,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - PAM - Upgrade Secret server to current version
38401,Cybersecurity - Identity Engineering (65 epics),EPIC0038401,,IE - PAM - Connection manager rollout,91,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - PAM - Connection manager rollout
38404,Cybersecurity - Identity Engineering (65 epics),EPIC0038404,,IE - ILM - IIQ - Managed User Access Enhancements,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - ILM - IIQ - Managed User Access Enhancements
1. Revoke Access
2. Notification email missing body of message"
38405,Cybersecurity - Identity Engineering (40 epics),EPIC0038405,,IE - ILM - IIQ - Admin Account Request,83,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - ILM - IIQ - Admin Account Request
1. Web API fix
2. Create Roles"
38406,Cybersecurity - Identity Engineering (40 epics),EPIC0038406,,IE - ILM - IIQ - Google Cloud integration,83,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - ILM - IIQ - Google Cloud integration
Start aggregating GCP data in IIQ"
38407,Cybersecurity - Identity Engineering (40 epics),EPIC0038407,,IE - ILM - IIQ - AD & admin Movers,64,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - ILM - IIQ - AD & admin Movers
Enable mover logic for AD & admin accounts"
38408,Cybersecurity - Identity Engineering (65 epics),EPIC0038408,,IE - ILM - Roles - Business roles for Epic,83,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - ILM - Roles - Business roles for Epic
Adding BIBO to Epic roles"
38409,Cybersecurity - Identity Engineering (65 epics),EPIC0038409,,IE - ILM - Roles - TACACS role onboarding,83,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - ILM - Roles - TACACS role onboarding
Create roles in IIQ
Remove rights from groups except for IIQ (and emergency?)
Create job aids
Deploy new process to Tom's team"
38410,Cybersecurity - Identity Engineering (65 epics),EPIC0038410,,IE - ILM - Roles - Infoblox Role Onboarding,83,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - Roles - Infoblox Role Onboarding
38411,Cybersecurity - Identity Engineering (65 epics),EPIC0038411,,IE - ILM - Cert - Azure Admin roles,83,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - Cert - Azure Admin roles
38413,Cybersecurity - Identity Engineering (40 epics),EPIC0038413,,IE - ILM - Future State Architecture,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - Future State Architecture
38414,Cybersecurity - Identity Engineering (65 epics),EPIC0038414,,IE - ILM - Workday Migration for Union,64,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - Workday Migration
38415,Cybersecurity - Identity Engineering (65 epics),EPIC0038415,,IE - ILM - WUSC Enhancements,64,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - ILM - WUSC Enhancements
"
38416,Cybersecurity - Identity Engineering (40 epics),EPIC0038416,,IE - ILM - Runbook finalization,83,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - Runbook finalization
38417,Cybersecurity - Identity Engineering (65 epics),EPIC0038417,,IE - DS - Windows Hello Pilot,87,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - Windows Hello Pilot
38418,Cybersecurity - Identity Engineering (65 epics),EPIC0038418,,IE - DS - AD - 12 Character Password Opt In  ,96,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - AD - 12 Character Password Opt In  
38419,Cybersecurity - Identity Engineering (40 epics),EPIC0038419,,IE - DS - AD - Separate VM farm for Domain controllers,96,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - DS - AD - Separate VM farm for Domain controllers
 (TPM modules vulnerablility)"
38421,Cybersecurity - Identity Engineering (40 epics),EPIC0038421,,IE - DS - Passwordless RFP,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - Passwordless RFP
38422,Cybersecurity - Identity Engineering (65 epics),EPIC0038422,,IE - DS - Dedicated Ping and Imprivata DC VIPs,87,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - Dedicated Ping and Imprivata DC VIPs
38423,Cybersecurity - Identity Engineering (40 epics),EPIC0038423,,IE - DS - AD - sidHistory cleanup and removal,96,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - AD - sidHistory cleanup and removal
38424,Cybersecurity - Identity Engineering (40 epics),EPIC0038424,,IE - DS - AD - Superior.local archiving and domain decommissioning,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - AD - Superior.local archiving and domain decommissioning
38425,Cybersecurity - Identity Engineering (65 epics),EPIC0038425,,IE - DS - Operational Model AD Reorg,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - Operational Model AD Reorg
38426,Cybersecurity - Identity Engineering (40 epics),EPIC0038426,,IE - DS - PKI - Cert Renewal Automation,87,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - PKI - Cert Renewal Automation
38427,Cybersecurity - Identity Engineering (65 epics),EPIC0038427,,IE - DS - PKI - Servicenow integration,87,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - PKI - Servicenow integration
38430,Cybersecurity - Identity Engineering (65 epics),EPIC0038430,,IE - DS - AAD - Conditional access for Linux,87,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - AAD - Conditional access for Linux
38431,Cybersecurity - Identity Engineering (65 epics),EPIC0038431,,IE - DS - AD - Business Continuity Project,96,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - AD - Business Continuity Project
38432,Cybersecurity - Identity Engineering (40 epics),EPIC0038432,,IE - AM - Runbooks,61,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - AM - Runbooks
Finalize Access Management Runbooks"
38433,Cybersecurity - Identity Engineering (65 epics),EPIC0038433,,IE - AM - SSO Future State Architecture,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - AM - SSO Future State Architecture
38435,Cybersecurity - Identity Engineering (65 epics),EPIC0038435,,IE - AM - Ping - Shared Workstation Test,94,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - AM - Ping - Shared Workstation Test
Part of Windows Hello Pilot"
38436,Cybersecurity - Identity Engineering (65 epics),EPIC0038436,,IE - AM - MFA - Azure MFA Pilot,61,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - AM - MFA - Azure MFA Pilot
Part of Windows Hello PIlot"
38437,Cybersecurity - Identity Engineering (65 epics),EPIC0038437,,IE - AM - MFA - Enable MFA for external apps,94,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - AM - MFA - Enable MFA for external apps
38438,Cybersecurity - Identity Engineering (65 epics),EPIC0038438,,IE - PAM - Set service accounts to 25+ character passwords,96,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - PAM - Set service accounts templates to 25+ character passwords
Rotate domain admin service accounts with new template"
38439,Cybersecurity - Identity Engineering (65 epics),EPIC0038439,,IE - PAM - Restrict Domain admin Service Accounts from logging on locally,96,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - PAM - Restrict Domain admin Service Accounts from logging on locally
38440,Cybersecurity - Imprivata Engineering Support (7 epics),EPIC0038440,,IE - AM - Imprivata - Challenge Questions/SSPR rollout,76,Identity,Community Effort,Community Epics,Cybersecurity - Imprivata Engineering Support,IE - AM - Imprivata - Challenge Questions/SSPR rollout
38451,Cybersecurity - Identity Engineering (65 epics),EPIC0038451,,IE - AM - Decommission ADFS,61,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - AM - Decommission ADFS
38462,Cybersecurity - Imprivata Engineering Support (7 epics),EPIC0038462,,IE - AM - Imprivata 7.10 appliance upgrade,76,Identity,Community Effort,Community Epics,Cybersecurity - Imprivata Engineering Support,"IE - AM - Imprivata 7.9 appliance upgrade
   Upgrade Test appliance - .5 day 
   Upgrade citrix agent to 7.9 - .5 day
   7.9 agent testing - 2 days
   Citrix testing  - 1 day
   Upgrade appliance in Prod - .5 day
Upgrade citrix agent in Prod - 1 week"
38463,Cybersecurity - Imprivata Engineering Support (4 epics),EPIC0038463,,IE - AM - Imprivata - Walkaway security Pilot,76,Identity,Community Effort,Community Epics,Cybersecurity - Imprivata Engineering Support,IE - AM - Imprivata - Walkaway security Pilot
38487,Cybersecurity - Data & Application Protection (14 epics),EPIC0038487,,G100-CyberDNA Special Projects (Not Capital),35,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection,Placeholder for special projects assigned to CyberDNA Team.  A Child Epic should be created for each project with User Stories created under the Child Epic.
38488,Cybersecurity - Data & Application Protection (8 epics),EPIC0038488,,G800-CyberDNA Major Incident Checklist,101,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection,Major incident checklist. The goal is to use that checklist during a major incident to validate that none of our tools/controls have a part in this.
38495,Cybersecurity - Data & Application Protection (8 epics),EPIC0038495,,G800-CyberDNA Browser Extension Controls,35,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection, Browser Extension Controls
38502,Cybersecurity - Data & Application Protection (14 epics),EPIC0038502,,G100-CyberDNA Special Projects (Capital),35,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection,Placeholder for special projects assigned to CyberDNA Team.  A Child Epic should be created for each project with User Stories created under the Child Epic.
38503,Cybersecurity - Data & Application Protection (14 epics),EPIC0038503,,G800-CyberDNA Project Planning & Scheduling,35,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection,Service Now Agile Projects Planning and Scheduling
38521,Cybersecurity - Data & Application Protection (8 epics),EPIC0038521,,D350Epic-DAM-Imperva-Teradata,102,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection,Data-Imperva-Teradata
38633,Cybersecurity - Imprivata Engineering Support (7 epics),EPIC0038633,,Contractor bucket for INC / SR / Break Fix,80,Identity,Community Effort,Community Epics,Cybersecurity - Imprivata Engineering Support,Contractor bucket for INC / SR / Break Fix for Imprivata Project
38656,Cybersecurity - Identity Provisioning and Access Management (1 epics),EPIC0038656,,Access Provisioning,97,Identity,Community Effort,Community Epics,Cybersecurity - Identity Provisioning and Access Management,Access Provisioning
38817,Cybersecurity - Intelligence Automation (12 epics),EPIC0038817,,Implement New SIEMPLIFY SOAR Platform,33,Intelligence,Community Effort,Community Epics,Cybersecurity - Intelligence Automation,The New Platform must be in production before the end of the year as the Phantom Contract ends
38845,Cybersecurity - Data & Application Protection (14 epics),EPIC0038845,,G800- Esports Production Setup,98,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection, Esports Production Setup
38905,Cybersecurity - Advisory COE (59 epics),EPIC0038905,,Preparation and Deployment for Enterprise Architecture Solution,116,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"We are deploying the Essential product from Enterprise Architecture Solutions.  This Epic will support the preparation, planning and initial implementation work for the project."
38906,Cybersecurity - Identity Engineering (65 epics),EPIC0038906,,Corporate Compensation - Marketpay Pricing System  (Cyberse/ARB only),90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"The Corporate Compensation department within the Caregiver Office utilizes a 3rd party hosted software solution to house and analyze external market information.  This is a common practice, and we have been utilizing Payfactors as our vendor for the last four years.  Our contract is up for renewal, and we have determined that Marketpay, a &#34;sister system&#34; owned by the same overarching company (Payscale) would be a better fit.  We are looking to sign a contract and implement before the end of this calendar year.
The goal of this project is to replace the tool used by Compensation to compare current CC caregiver compensation to different markets. Caregiver compensation information along with job description information will be extracted weekly from Workday and imported into third-party SaaS platform for market analysis. 
IT Ask:
Create a data pull from Workday with caregiver compensation and job description information that will be imported into third-party analysis platform.
Suggested ITD contributors to solution design:
None
Human Resource Business Unit IT Group (HRIS)
HRIS team to data pull
Priority Score: 
Sizing Score: 
Exception Criteria (if applicable):
· Threshold: 
· Justification Statement: 
It is crucial to understand compensation rates across different markets to allow CC
to be provide competitive wages in the job market to attract and retain caregivers 
given the shortage of healthcare workers. 
Q2 ETSC Pre-Defer State (if applicable):"
38921,Cybersecurity - Imprivata Engineering Support (4 epics),EPIC0038921,,IE - AM - Imprivata - New Process for Imprivata Badge Reader Deployments,76,Identity,Community Effort,Community Epics,Cybersecurity - Imprivata Engineering Support,"Design new Process for Imprivata Badge Reader Deployments
von ples taking over replacement badge readers
"
38924,Cybersecurity - Imprivata Engineering Support (7 epics),EPIC0038924,,IE - AM - Imprivata - Redesign Imprivata DR,76,Identity,Community Effort,Community Epics,Cybersecurity - Imprivata Engineering Support,"Redesign Imprivata DR - Darryl Branch or Larry Dennis
"
38926,Cybersecurity - Imprivata Engineering Support (4 epics),EPIC0038926,,IE - AM - Imprivata - Epic Hyperdrive testing/setup ,76,Identity,Community Effort,Community Epics,Cybersecurity - Imprivata Engineering Support,IE - AM - Imprivata - Epic Hyperdrive testing/setup 
38927,Cybersecurity - Imprivata Engineering Support (7 epics),EPIC0038927,,IE - AM - Imprivata - M&A Imprivata Policy Standardization,76,Identity,Community Effort,Community Epics,Cybersecurity - Imprivata Engineering Support,"IE - AM - Imprivata - M&A Imprivata Policy Standardization
completing without indian river. Will create a seperate epic after indian river has new badges"
38963,Cybersecurity - Identity Engineering (65 epics),EPIC0038963,,IE - AM - VIP - Upgrade Enterprise Gateway,61,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - AM - VIP - Upgrade Enterprise Gateway

https://knowledge.broadcom.com/external/article/151159/symantec-vip-enterprise-gateway-endofsup.html
"
38964,Cybersecurity - Identity Engineering (65 epics),EPIC0038964,,IE - DS - Secret Double Octopus - POC,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - Secret Double Octopus - POC
39163,Cybersecurity - Identity Engineering (40 epics),EPIC0039163,,IE - DS - Azure SSPR deployment,87,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - Azure SSPR deployment
39164,Cybersecurity - Identity Engineering (40 epics),EPIC0039164,,IE - DS - AAD conditional access reorg,304,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - AAD conditional access reorg
39165,Cybersecurity - Identity Engineering (40 epics),EPIC0039165,,IE - DS - PKI server upgrade testing,87,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - PKI server upgrade testing
39166,Cybersecurity - Identity Engineering (40 epics),EPIC0039166,,IE - DS - PKI server upgrade,87,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - PKI server upgrade
39167,Cybersecurity - Identity Engineering (65 epics),EPIC0039167,,IE - DS - DC lifecycle,96,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"Lifecycle old DC hardware
(Akron DCs)"
39168,Cybersecurity - Identity Engineering (65 epics),EPIC0039168,,IE - DS - DC Patching redesign,96,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - DC Patching redesign
39169,Cybersecurity - Identity Engineering (65 epics),EPIC0039169,,IE - DS - Build secondary AAD connect server,96,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - Build secondary AAD connect server
39171,Cybersecurity - Identity Engineering (65 epics),EPIC0039171,,IE - DS - Stealthintercept upgrade/ Akron version,87,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - Stealthintercept upgrade/ Akron version
39172,Cybersecurity - Identity Engineering (65 epics),EPIC0039172,,IE - DS - Akron Domain decomission,96,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - Akron Domain decomission
39173,Cybersecurity - Identity Engineering (65 epics),EPIC0039173,,IE - DS - Active Directory stale GPO cleanup,96,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - DS - Active Directory stale GPO cleanup
Unlinked GPOS. Linked & Stale"
39174,Cybersecurity - Identity Engineering (40 epics),EPIC0039174,,IE - DS - Tune Monitoring thresholds to reduce email alerts,87,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - DS - Tune Monitoring thresholds to reduce email alerts
39175,Cybersecurity - Identity Engineering (65 epics),EPIC0039175,,IE - PAM - SS cloud migration,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - PAM - SS cloud migration
39176,Cybersecurity - Identity Engineering (65 epics),EPIC0039176,,IE - PAM - cleanup of linux SUDO access,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - PAM - cleanup of linux SUDO access
39177,Cybersecurity - Identity Engineering (65 epics),EPIC0039177,,IE - PAM - cleanup of windows local admin access,304,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - PAM - cleanup of windows local admin access
39178,Cybersecurity - Identity Engineering (40 epics),EPIC0039178,,IE - PAM - Pilot proxy to Restrict RDP & SSH to servers,91,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - PAM - Pilot proxy to Restrict RDP & SSH to servers
39179,Cybersecurity - Identity Engineering (40 epics),EPIC0039179,,IE - PAM - Restrict Service accounts from interactive logon,96,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - PAM - Restrict Service accounts from interactive logon

1. chronicles serach for likely candidates
2. contact owners, test, execute
"
39180,Cybersecurity - Identity Engineering (40 epics),EPIC0039180,,IE - PAM - create restricted group policies for servers,96,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - PAM - create restricted group policies for servers
39182,Cybersecurity - Identity Engineering (40 epics),EPIC0039182,,IE - PAM - Pilot JIT Priv access,91,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - PAM - Pilot JIT Priv access
39183,Cybersecurity - Identity Engineering (65 epics),EPIC0039183,,IE - PAM - Onboard Client Engineering to SS,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - PAM - Onboard Client Engineering to SS
39184,Cybersecurity - Identity Engineering (40 epics),EPIC0039184,,IE - PAM - Investigate devops secret vault,91,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - PAM - Investigate devops secret vault
39185,Cybersecurity - Identity Engineering (65 epics),EPIC0039185,,IE - ILM - IIQ upgrade to server 2019,81,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - IIQ upgrade to server 2019
39186,Cybersecurity - Identity Engineering (40 epics),EPIC0039186,,IE - ILM - IIQ upgrade to 8.3p1,81,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - IIQ upgrade to 8.3p1
39188,Cybersecurity - Identity Engineering (65 epics),EPIC0039188,,IE - ILM - Identity M&A playbook,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - Identity M&A playbook
39189,Cybersecurity - Identity Engineering (65 epics),EPIC0039189,,IE - ILM - Create Process to create groups/users ,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - ILM - Create Process to create groups/users 
What is this?
"
39190,Cybersecurity - Identity Engineering (65 epics),EPIC0039190,,IE - ILM - Create a Non-person authoritative source,64,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - Create a Non-person authoritative source
39191,Cybersecurity - Identity Engineering (40 epics),EPIC0039191,,IE - ILM - Non-person identity Lifecycle,64,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - Non-person identity Lifecycle
39192,Cybersecurity - Identity Engineering (40 epics),EPIC0039192,,IE - ILM - Pilot to Open IIQ to end users,83,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - ILM - Pilot to Open IIQ to end users
Epic Quicklink request pilot for power users
"
39193,Cybersecurity - Identity Engineering (65 epics),EPIC0039193,,IE - ILM - Investigate Mesh Architecture ,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - Investigate Mesh Architecture 
39194,Cybersecurity - Identity Engineering (65 epics),EPIC0039194,,IE - ILM - IdentityNow Assessment,83,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - IdentityNow Assessment
39195,Cybersecurity - Identity Engineering (65 epics),EPIC0039195,,IE - ILM - Cleanup Error Emails,83,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - Cleanup Error Emails
39283,Cybersecurity - Identity Engineering (65 epics),EPIC0039283,,IE - AM - Access Management Operations Q4 2022,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - AM - Access Management Operations Q4 2022
For stories too small to have their own epic.
SSO/MFA/Conditional Access"
39294,Cybersecurity - Advisory COE (59 epics),EPIC0039294,,"DMD"" supports email deployment ",112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"DMD"" supports email deployment (list updating, scrubbing, and whitelisting) that shares our achievements with the over 300k voting collective to encourage their votes for the US News Report rankings."
39456,Cybersecurity - Advisory COE (59 epics),EPIC0039456,,Cyber contract review,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,Cyber will need a call after the contract is executed prior to implementation.
39472,Cybersecurity - Identity Engineering (65 epics),EPIC0039472,,IE - ILM - WUSC Enhancements Q1 2023,64,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - WUSC Enhancements Q1 2023
39484,Cybersecurity - Identity Engineering (65 epics),EPIC0039484,,IE - ILM - Caregiver Identity Hub Enhancements Q1 2023,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering, IE - ILM - Caregiver Identity Hub Enhancements Q1 2023
39522,Cybersecurity - Identity Engineering (40 epics),EPIC0039522,,IE - ILM - IIQ - Managed User Access Optimization,81,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - ILM - IIQ - Managed User Access Optimization
Fix the slow Managed User Access Request process"
39638,Cybersecurity - Identity Engineering (40 epics),EPIC0039638,,IE - AM - Decommission Martin ADFS,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - AM - Decommission Martin ADFS
39643,Cybersecurity - Red Team (38 epics),EPIC0039643,,Identify internal web server/application resources,24,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,"internal web server/application resources:

 Scope
  All internal listening on web ports with web server running with vuln
  
 First round of findings
  Break down via category
  
 Review 
  Low hanging fruit
  
 Track Vulnerabilities
"
39644,Cybersecurity - Red Team (38 epics),EPIC0039644,,2023 - Active Directory Assessments,24,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,Epic for tracking Active Directory Assessment in the year 2023
39654,Cybersecurity - Identity Engineering (65 epics),EPIC0039654,,IE - AM - MFA - KB article for Microsoft Authenticator ,87,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - AM - MFA - KB article for Microsoft Authenticator 
Prep SD and end users for installing/registering Microsoft Authenticator"
39701,Cybersecurity - Identity Engineering (65 epics),EPIC0039701,,IE - AM - Implement SSO for Stryker,94,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - AM - Implement SSO for Stryker Surgicount
Stryker Contact: torre.goodman@stryker.com
CCF contact: Pehotsky, Carol; Owens, Jennifer"
39723,Cybersecurity - Advisory COE (59 epics),EPIC0039723,,ESI Virtual EM Program - eVisit Software Platform - Cyber/Arch only,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"IT Ask: Complete an ARB and cyber review of the eVisit platform for the ESI Virtual ED program.  Looking to have eVisit replace AmWell as platform for telehealth calls.
7/15- Success Criteria for pilot:
1.) 80% visit success rate
2.) Patient/Physician surveys with an average of 4 out of 5 rating
3.) Visit Volume: 200 pts or 3 months, whichever comes first (ideally, no less than 100 pts)
4.) Technical support availability &amp; wait times: 24/7 availability with 2 minutes wait times for  calls &amp; chat
7/5- The ask is for pilot for local ED&#39;s.  No cost for pilot. E Visit will do all of the support. No integration needed at this time. E Visit adjusts call to audio only if signal is weak. 
Data provided from AmWell shows a lower percentage of dropped/poor quality calls than the providers are reporting.
1)      The volumes are on the conservative side
2)      Our projected 5 year EBIDA is ~$15.8m
3)      2022 volumes only include the latter half of 2022
4)      The current 2022 financials only account for ~50% of patients who went through triage and does not account for ACO impact/shared savings
2022
2023
2024
2025
2026
2027
Grand Total
2,870
10,330
38,994
74,404
82,104
82,104
5) Provider feedback- “It seems like 1 out of 3 calls has video/audio issues.  Takes multiple attempts of reconnecting.  Also, the website is clunky.  As in the using the video will cover any patient info and you need to open up an additional page to have it visible. All this makes it somewhat user un-friendly.  And seems to make the EMS provider less likely to utilize us as it adds unnecessary time to the call.” 
“I’ve had several calls where the connection with audio or video or both failed, often with the video pixelated or frozen, making it difficult to communicate, or assess the patient.   It was necessary to make several calls to complete the visit.”
“One time ems had an iPhone so we did FaceTime which worked well... In general video quality is subpar even when not freezing or disconnecting.”
▪ Patient Safety –6/16 - Patient Safety returned a rating of &#34;mid-tier&#34;
▪ Revenue – list the specific revenue impact amount-Without the eVisit platform, ESI risks $420,000 in lost revenue due to poor video/audio quality of the current vendor and potential lost partnerships.
▪ Regulatory – list the impact and any associated dates action needed
▪ Executive Request – list the reason and the executive making the request
Scoring: 58.33
Sizing: 13.33
6/28 - Diagram attached, additional justification below:
Revenue justification math
Assumed VA EMS volume: 350 calls/mo x 12 mo &#61; 4,200 calls/yearRevenue &#61; $100/call (this is conservative estimate)Revenue &#64; risk&#61;$420,000
Discussed with Dr. Graham getting testimonials/examples from our Virtual physicians and partners on the current platforms
7/1- As of 5/30/22 -- Dr. Shook and Matt Stanton approved this for ESI to move forward with as their priority recognizing some gaps in current platform, however, not an enterprise TElehalth solution to be evaluated at this time (the attached Virtual ED Platform Comparison PPT)"
40631,Cybersecurity - Identity Engineering (65 epics),EPIC0040631,,IE - ILM - WUSC Enhancements Q2 2023,64,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - WUSC Enhancements Q2 2023
40632,Cybersecurity - Identity Engineering (65 epics),EPIC0040632,,IE - ILM - Caregiver Identity Hub Enhancements Q2 2023,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - Caregiver Identity Hub Enhancements Q2 2023
40826,Cybersecurity - Network Protection (8 epics),EPIC0040826,,Replacement of Tufin with FireMon,120,Technology Protection,Community Effort,Community Epics,Cybersecurity - Network Protection,"Tufin is a firewall management tool that Technology Protection has been using for several years. As a result of changes to Tufin&#39;s licensing model from perpetual to subscription and only 30-days notice during contract negotiations, Technology Protection worked with Supply Chain to engage FireMon for providing the required capabilities and additional automation and integrations such as ServiceNow that Tufin was having difficulty providing."
